agent,metric,mean,std,min,max,median,q25,q75,iqr,ci_95_lower,ci_95_upper,ci_99_lower,ci_99_upper,sample_size,std_error,coefficient_of_variation,sample_size_per_replication,num_replications
MinimaxAgent,score_variance,100.33396,90.94987373674603,4.0,288.34877500000005,76.4071,24.782787499999998,139.319075,114.5362875,69.0915852685689,131.5763347314311,58.38944060761381,142.2784793923862,35,15.373334551126455,0.9064714851955014,100,5
MinimaxAgent,win_margin,21.162418361813486,12.79560738652798,0.0,41.56701030927835,26.107142857142858,15.5,30.16025641025641,14.660256410256409,16.766973437466554,25.55786328616042,15.261304043446486,27.063532680180487,35,2.162852404911951,0.6046382397210806,100,5
QLearningAgent,win_rate,0.5147142857142857,0.19656215473042848,0.165,0.84,0.515,0.3425,0.665,0.3225,0.4471928231350095,0.5822357482935618,0.42406319657958347,0.6053653748489879,35,0.03322506827780533,0.381885951460727,100,5
QLearningAgent,avg_score,23.41071428571428,7.350296126773431,11.045,34.695,23.4,17.3425,29.305,11.962499999999999,20.88579922487169,25.935629346556873,20.020883978509946,26.800544592918616,35,1.24242680901142,0.31397145926720993,100,5
QLearningAgent,avg_game_length,82.70428571428572,23.443997793956246,44.06,139.08,85.465,58.4625,95.32,36.857499999999995,74.65099070475456,90.75758072381687,71.89231666252044,93.51625476605099,35,3.9627588966816156,0.28346775008670083,100,5
QLearningAgent,avg_captures_per_game,23.41071428571428,7.350296126773431,11.045,34.695,23.4,17.3425,29.305,11.962499999999999,20.88579922487169,25.935629346556873,20.020883978509946,26.800544592918616,35,1.24242680901142,0.31397145926720993,100,5
QLearningAgent,score_variance,189.8767992857143,49.88104593893138,91.511775,284.86,201.89177499999997,155.2382375,221.26237500000002,66.02413750000002,172.74206049838392,207.01153807304468,166.8725177761656,212.881080795263,35,8.43143564111929,0.2627021633320963,100,5
QLearningAgent,win_margin,26.082769916957364,6.011022969418099,15.242857142857142,34.875,27.14423076923077,21.642367066895368,31.260286638927415,9.617919572032047,24.017911282041805,28.147628551872923,23.310589383330413,28.854950450584315,35,1.0160483275749097,0.2304595328086728,100,5
DQNSmall,win_rate,0.36557142857142855,0.19692776903851672,0.0,0.755,0.395,0.235,0.4925,0.2575,0.2979243730831009,0.4332184840597562,0.2747517243985117,0.4563911327443454,35,0.03328686837541941,0.5386847922116519,100,5
DQNSmall,avg_score,18.00885714285714,7.685718907561636,1.48,32.955,19.095,16.3125,22.3425,6.030000000000001,15.368720325454703,20.648993960259574,14.464335611186213,21.553378674528062,35,1.2991236070746246,0.4267743836598774,100,5
DQNSmall,avg_game_length,93.67642857142857,27.66047109386342,37.45,152.61,95.105,77.12,113.785,36.66499999999999,84.17472430668423,103.17813283617292,80.9198944660894,106.43296267676774,35,4.675472966554763,0.29527674694357314,100,5
DQNSmall,avg_captures_per_game,18.00885714285714,7.685718907561636,1.48,32.955,19.095,16.3125,22.3425,6.030000000000001,15.368720325454703,20.648993960259574,14.464335611186213,21.553378674528062,35,1.2991236070746246,0.4267743836598774,100,5
DQNSmall,score_variance,126.44422571428568,87.42026431805911,4.049600000000001,484.6723999999999,122.73377499999998,88.80393750000002,146.291975,57.48803749999999,96.4143142396304,156.47413718894094,86.12750155268986,166.7609498758815,35,14.776721667579835,0.6913741123742146,100,5
DQNSmall,win_margin,21.401880766682563,8.923447145035114,0.0,45.5625,21.872549019607842,18.647018030513177,24.26480280094738,5.617784770434202,18.336569423774474,24.467192109590652,17.286540234102624,25.517221299262502,35,1.5083378642942922,0.4169468675354325,100,5
DQNMedium,win_rate,0.47171428571428575,0.253800358251795,0.0,0.955,0.48,0.3625,0.56,0.19750000000000006,0.38453081229435077,0.5588977591342208,0.35466592037734834,0.5887626510512232,35,0.04290009052562526,0.5380383124659494,100,5
DQNMedium,avg_score,20.859,7.863096680809966,2.67,37.42,21.965,16.955,25.055,8.100000000000001,18.15793178562948,23.560068214370524,17.232674886376582,24.48532511362342,35,1.329105923025644,0.3769642207589034,100,5
DQNMedium,avg_game_length,94.30814285714287,25.34198495770682,37.5,145.34,95.105,82.4,108.6,26.19999999999999,85.6028664454497,103.01341926883603,82.6208547298738,105.99543098441194,35,4.283577282054397,0.2687147068105734,100,5
DQNMedium,avg_captures_per_game,20.859,7.863096680809966,2.67,37.42,21.965,16.955,25.055,8.100000000000001,18.15793178562948,23.560068214370524,17.232674886376582,24.48532511362342,35,1.329105923025644,0.3769642207589034,100,5
DQNMedium,score_variance,148.60963785714287,92.99754879584852,3.4611,383.67997499999996,140.57590000000002,79.98075,210.7146875,130.7339375,116.66386213243652,180.55541358184922,105.7207659033179,191.49850981096785,35,15.71945480882684,0.6257841021404429,100,5
DQNMedium,win_margin,22.140113511086476,8.723568808004142,0.0,42.17857142857143,22.028301886792452,18.640511645666287,25.211105002748763,6.570593357082476,19.14346277923423,25.13676424293872,18.116953433951483,26.163273588221468,35,1.4745522589003348,0.3940164445695316,100,5
DQNLarge,win_rate,0.431,0.23111558096481913,0.0,0.88,0.48,0.27749999999999997,0.5275000000000001,0.2500000000000001,0.3516090202205747,0.5103909797794253,0.32441346425921613,0.5375865357407839,35,0.03906566331729397,0.5362310463220862,100,5
DQNLarge,avg_score,20.04485714285714,7.465070572704734,2.25,36.065,20.78,16.7725,23.9325,7.16,17.480515680392955,22.609198605321325,16.602094832832762,23.487619452881518,35,1.26182723127401,0.372418247708234,100,5
DQNLarge,avg_game_length,101.36300000000001,27.579831937593138,36.03,152.61,99.88,88.7675,120.51750000000001,31.750000000000014,91.88899625461555,110.83700374538448,88.64365528827952,114.08234471172051,35,4.661842461350854,0.27208973627056354,100,5
DQNLarge,avg_captures_per_game,20.04485714285714,7.465070572704734,2.25,36.065,20.78,16.7725,23.9325,7.16,17.480515680392955,22.609198605321325,16.602094832832762,23.487619452881518,35,1.26182723127401,0.372418247708234,100,5
DQNLarge,score_variance,129.72291714285714,95.42259200642991,10.9175,441.61777499999994,117.39389999999999,79.62215,158.25618749999998,78.63403749999998,96.94410992935295,162.50172435636134,85.71565691871938,173.7301773669949,35,16.129361926291516,0.7355877751449725,100,5
DQNLarge,win_margin,21.13846985119382,8.495715435878276,0.0,43.11827956989247,20.75,17.922688422688424,23.357321876118867,5.434633453430443,18.22008949117718,24.056850211210456,17.220391835122673,25.056547867264964,35,1.4360380095190517,0.4019077774164657,100,5
